BBBNNNUUUUUUUUUUUUUUUU,0.5,0.5,0.6464,0.5300960448,0.6464,0.644
UUUUUUUUUUUUUUUUUUUUUU,0.0,0.0,0.667889460901805,0.9737243767241673,0.5,0.5
BNNNNNNNNNNUUUUUUUUUUUUUU,0.5,0.5,0.6479,0.533612325,0.5,0.63725
NNNNNUUUUUUUUUUUUUU,0.8144323376381732,0.75531192692206,0.5685142500173533,0.4272741965298221,0.9903711534335693,0.9895803923349309
BBB,0.5,0.5,0.245,0.5,0.35,0.5
BNNUUUUUUU,0.5744589022349696,0.8963435161312668,0.5420848902752516,0.43461808909602084,0.6338082015539175,0.6957286897996459
BBNNNNNNUUUUUUUUUUUUUU,0.5177589626556096,0.354,0.8967334780543079,0.5792083901148857,0.823154286592,0.823977835136
BBBBBBBNNNNNUUUUUUU,0.5,0.5,0.5,0.64415,0.5,0.5
BNNNNUU,0.8009689655156778,0.7234599303464545,0.9970157392569762,0.6978709807210135,0.9995118758263296,0.999841553657964
BBNUUUUUUUUUUUU,0.64545,0.5,0.5,0.8223783919200001,0.5,0.7496877
BBUUUUUUUUUUUUU,0.5,0.5,0.5,0.5,0.5,0.5
BNNNNNNNNUUUUUUUUUU,0.5503914643776711,0.7399255,0.8059628610294932,0.7581736519225593,0.8766825764608001,0.64615
BNNNNNNNNNNNUUUUUUU,0.5,0.64775,0.36105,0.5,0.36105,0.5
BNNNNUUU,0.919723292160601,0.9526816309170605,0.9579626327126903,0.891322056877063,0.9460065357408189,0.9910268785640804
BBN,0.416372160917729,0.9915370499855946,0.18688362349999998,0.2109091545071079,0.4175645,0.3763076765000001
NNNNNNNNUUUUUUUUUUUUUUUUU,0.7157784511103246,0.5,0.9078607671319798,0.8143381970164189,0.6569532018449301,0.5450868
BBBBNNNNUUUUUUUUUUUUUUUU,0.5,0.5,0.5324787996,0.45741740000000003,0.354,0.45741740000000003
BBU,0.5,0.915724730215,0.24545499999999998,0.245,0.5,0.5
BBBBUUUUU,0.2462609,0.468066,0.35025,0.578157604864,0.5,0.5
BBBBBNNNNNNNUUUUUUUUUUUU,0.5,0.3584,0.6465,0.5,0.5,0.5
BNNNNNNNUUUUUUUU,0.4562437880549196,0.5664239927413932,0.5460353807850751,0.9570111208613243,0.7387085649628032,0.5360071740380584
BBBBBNNUUUUUUUU,0.5,0.5,0.6707280180781952,0.5,0.54420584,0.5
BBBBBBNNNNNNNNUUU,0.5,0.5,0.35240000000000005,0.5,0.35240000000000005,0.5
BNNNUUUUUUUUUUUUUUUUUU,0.3950787848322442,0.8425218731947255,0.3256656272701416,0.38548714164262854,0.7606160436471466,0.9843755995768961
BBBBBBNUUUUUUU,0.5,0.5,0.5,0.5,0.5,0.5
BBBBBNNNNUU,0.5,0.5,0.6493,0.6473,0.6493,0.5
BNNNNNNNNUUUUUU,0.6864931656641681,0.9201352533026772,0.6218793682649006,0.34317137448136337,0.5698935517491917,0.8579413557610966
BBNNNNNNNNU,0.36105,0.6484,0.617801212598,0.5,0.6496999999999999,0.5
BBBNNNNNNNNNUUUUUUUUUU,0.5,0.5,0.5,0.5,0.5,0.5
BBBBBNNNNNNUUUUUUUU,0.5,0.5,0.45571975,0.5,0.45571975,0.5
BBBBBBNNNN,0.47230823021999996,0.5,0.35050000000000003,0.6452,0.35050000000000003,0.6452
BBBBBBNNNU,0.3925416143053773,0.35045000000000004,0.75317712,0.35,0.75317712,0.35
BBBBBNUUUUUUU,0.5,0.5,0.5,0.353,0.5,0.5
NNNNNNNNUU,0.8352710899562189,0.8531751189712369,0.45602526929922105,0.8491005840902993,0.9642711745872162,0.7527713864009739
NNNNNUUUU,0.7214280733996761,0.6795946394207764,0.7467517447924019,0.5000671366244089,0.927076245553218,0.48470959146385717
BBNNNNNNNNNNNNNUUUUU,0.5,0.5,0.5,0.5,0.5,0.5
BNNNNNUUUUU,0.92700009668702,0.6779099762481164,0.8774069861999814,0.896340066904462,0.9863381058085852,0.99695317489539
BBBBBNNUUUUU,0.5,0.6475,0.648,0.5,0.5,0.5
UUUUUUUUUUUUUUUUUUUUUUU,0.0,0.0,0.9554139560205764,0.6378441696913411,0.5,0.5
BBBBNNNNNUUUU,0.35350000000000004,0.5256115392,0.9689901874878465,0.6933764201126899,0.8792003025974532,0.6014362920169866
BBBBNNNNNNUUUUUUUUUUUU,0.5,0.5,0.648,0.45779328,0.5,0.45779328
BBBBBBBBNNNNNNNUUUUU,0.5,0.5,0.5,0.5,0.5,0.5
BBBBBBBNNNNNNNUUUUUU,0.5,0.5,0.5,0.5,0.5,0.5
BBBBBBNNNNNNUUUU,0.5,0.5,0.6491,0.5,0.5,0.5
BNNUUUUUUUUUUUUUUUU,0.5080728526398599,0.7226196318649417,0.06653245190157345,0.6816279694559015,0.07308466815062205,0.6070793211212878
BBBBNNUUUUUUUUUUUU,0.5,0.5,0.5,0.5,0.5,0.5
BBBBNNNUUUUUUUUUUU,0.5,0.641,0.5,0.6468499999999999,0.5,0.6468499999999999
BBBBBBN,0.5,0.5,0.5,0.65,0.5,0.5
BBBBBBBBBNNNNUU,0.5,0.5,0.5,0.5,0.5,0.5
NUUUUUUUUUUUUUU,0.4129956660537787,0.30456614912324936,0.8450836638983059,0.6821834488241546,0.7521844051322766,0.8461962110546433
BBBBNNNNNNNUUUUUUUUUUU,0.5,0.5,0.35209999999999997,0.5,0.5,0.5
BBBNNNNNNUU,0.75086272,0.661319756509783,0.764885026066037,0.9206196395195345,0.53897512,0.7698973059462983
BNNUUUUUUUUU,0.3447072095844228,0.6009700625716217,0.8020866745630448,0.43452262044141554,0.8382059839150733,0.658816038253329
BNNUUUUUUUUUUUUUU,0.7149186983477592,0.6041979875854038,0.4113825284206437,0.5590992141038154,0.5133347974843422,0.8781859717831162
BNNNNNNNNNNUUUUUUUUUUUU,0.5,0.5,0.5,0.5,0.5,0.5
BNUUUUUUU,0.3346750678383351,0.5317631445137883,0.20761130107886921,0.4168569923092933,0.2935311650225627,0.33596469469583456
BBBBBNNNNNNUUUUUUUUUUUUU,0.5,0.5,0.5,0.3554,0.5,0.5
NNNUUUUUUUUUUUUUU,0.9308683482515511,0.9379181635485951,0.3370400094450453,0.7146945657482011,0.7610996541797375,0.9700166205781183
BBBBBBNNNNNUUUUUUUUU,0.5,0.5,0.6445,0.5,0.6445,0.5
BBBBBNNNNUUUUUUUUUUUUUU,0.5,0.5,0.5,0.6468499999999999,0.5,0.5
BBBBNUUUUUUUUUUUUU,0.5,0.5,0.35175,0.5,0.5,0.5
NNNNNUUUUUUUU,0.8319045602299087,0.8201803701260683,0.5901332364351386,0.7479123993699925,0.9983987671999224,0.996601061999025
BBNNNNNNNUUUUUUU,0.32238213072,0.643,0.3558147567823681,0.7467591775900716,0.4668136154505338,0.6152517295375001
BNNUUUUUUUU,0.35791157982899546,0.3996928324859045,0.9306230736993275,0.6555211772469678,0.8649523937168154,0.9840568870201173
BBNNNNUUUUUUUUUUUUUUUUUU,0.37238387945471996,0.6189178392802037,0.582403157734712,0.7789861896509986,0.6354211763946949,0.7657654904111001
BBBBNNNNNUUUUUUUUUUUUU,0.5,0.5,0.5,0.32894164800000003,0.5,0.25381300000000007
BBBBBNNN,0.35,0.5,0.87753383933806,0.35,0.825844481425,0.35
BBNNNNNNNNNNUUUUUUUU,0.5,0.35175,0.7451459,0.7499353599999999,0.7451459,0.5
BBBBBBBNNNNNNUU,0.5,0.5,0.5,0.6488,0.5,0.6488
BN,0.245,0.9999999999999998,0.01412376245,0.018426966586249434,0.0588245,0.045477308071478664
BBNNNNUUUUUUUUUU,0.8392242464855159,0.8017170542180614,0.7585131457737038,0.8083101481938799,0.9832175751322494,0.958755119546594
BBBNNNNNNNNNNUUUU,0.3533,0.5,0.5,0.5,0.5,0.5
BNNNUUUUUUUUUUUUUUUUUUU,0.7588266543676997,0.352,0.6758314444717706,0.9318312413322362,0.7628385626955376,0.9728678319203077
BBBBBBNNNUUUUUUUUU,0.5,0.5,0.5,0.5,0.5,0.5
BBBBBBBBNNNUUUUUUUUUUUUUU,0.5,0.5,0.5,0.5,0.5,0.5
BU,0.5,0.65,0.35,0.5,0.5,0.5
BBNNNNUUUUUUUU,0.33050408105929185,0.9162450243379096,0.6794367836985525,0.6685077915267548,0.6467575619668721,0.7759691339730312
BBBBBBBBNNNUUU,0.5,0.5,0.5,0.5,0.5,0.5
BBBNNNNNNNNNU,0.5,0.5,0.75279014,0.6491,0.75279014,0.6491
BBBBBNNU,0.24549,0.6464,0.6488,0.6488,0.6488,0.5
NNNNNNNNNUUUUUUUUUUU,0.8531418678119618,0.6159772150435088,0.9373182580501,0.8228939266219457,0.8342114579199107,0.8338782077989356
BBBBNNNNNNUUUUUUUUU,0.6348,0.35714999999999997,0.3544,0.67745455272,0.3544,0.7508532
BBBBBNNNNNUUUU,0.3518,0.7466039999999999,0.6927557161105491,0.47259483654400003,0.7493719200000001,0.47259483654400003
BNNUU,0.39664508251048836,0.9957044586963786,0.7588870641512808,0.8585180768168159,0.9935928436946699,0.9914729570803398
BBBUUUUUUUUUUUU,0.5,0.5,0.5,0.5,0.5,0.5
BNNNNNNUUU,0.9904783863583011,0.9863327485481248,0.3136488649419023,0.5155959405047,0.9936023870269044,0.9414998944791582
BBBBBBNNNNNUUU,0.748606,0.5,0.642,0.35385,0.642,0.35385
BBBNNNNNNNNNUUU,0.5260604412800001,0.5,0.3268014336,0.6686296678624,0.45515520000000004,0.648
BBBBBNNNNNNNNNUUUUU,0.5,0.5,0.5,0.5,0.5,0.5
BNNNNNNNNNUUUUUUUUUUUUUU,0.5,0.5,0.5,0.5,0.5,0.5
BNNNNNUUUUUUUU,0.7518125533083707,0.5608650046734751,0.5992061908342963,0.724955870374195,0.7447630777505679,0.761673205953616
NUUUUUUUUU,0.6566721968328268,0.16505063276835616,0.008501531358210994,0.6633052245385586,0.02190558996992436,0.5397009007718239
BBBBBBBNNNNNUUUUUUUU,0.5,0.5,0.5,0.5,0.5,0.5
BBBBNNNNNNNNNU,0.6476,0.5,0.5,0.5,0.5,0.5
BBBBBNNNNNUUUUU,0.61759427936,0.64825,0.2048332441133539,0.8526199772660481,0.455838425,0.8101058036494336
BNNNNNNNNNNUUUUU,0.5,0.5,0.5,0.75141704,0.5,0.6473
BBBNNNUUU,0.4700196602931239,0.8978046805590648,0.5511757495687697,0.5700649075705762,0.9613572160934105,0.4462942276593064
BBBBBNNNNUUUUUUUUU,0.32212956160000006,0.5,0.566554813264432,0.3503,0.3548,0.3503
BBBBNNNNNNNNNN,0.5,0.5,0.5,0.5,0.5,0.5
NNNNNNNNNNNUUUU,0.8760400413504099,0.7503982,0.54461794,0.8239070853520001,0.5,0.6456
BBBBBNNNNNUUU,0.3548,0.5,0.874227440377248,0.7464571999999999,0.822103876064,0.6444
BBBNNNNNNU,0.28842248039607943,0.5424160089790411,0.9257210329147342,0.7047372231312767,0.9541625021291539,0.7302266952844251
BNNNNNNNNNUUUUU,0.5009741968933427,0.5922374291494952,0.527484273233491,0.3526284798120791,0.8430412749753362,0.5949679475918053
BBBBBNNNNUUUUUU,0.24720904999999999,0.956076353613596,0.5850853360184463,0.3647999136023329,0.6581363154545189,0.82181728256
BBBU,0.6495,0.35109999999999997,0.5275445000000001,0.171892,0.455,0.3508
BBNNNNNUUUUUUUUUUU,0.7022635284953301,0.8490616594434951,0.7189156759454941,0.9938140083289804,0.445631662869879,0.9634788198067399
BBBUUUUUUUUU,0.6476,0.5,0.5,0.5,0.5,0.5
BBBN,0.469537,0.382748324096,0.22355952080000002,0.416946997543201,0.17208800000000002,0.2335828285
BBBBBNNNNNNNNNUUUUUUUU,0.5,0.5,0.5,0.5,0.5,0.5
